***** Iteration 0 *****
***** Iteration 1 *****
C=C1OC2C=NC13ONC1=NC4(N=NN=N4)C12P3,-3,0.6425598009159699,0.3424533419646014,-5.8403208725219535,-8.850959170394294,[-0.01812595],[-8.869084],False,True,True
C=C1C2=NOC(=CC)C12C,-3,0.4963979335194957,0.5458030624894588,-2.693388332284697,-5.7040266301570375,[-0.0166829],[-5.72071],False,True,True
***** Iteration 41 *****
***** Iteration 42 *****
***** Iteration 43 *****
***** Iteration 44 *****
NC1=NN2C13C14OOC5(ON51)C243,-6,0.3205750858898224,0.3168062690765682,-8.094763376618715,-14.105401674491056,[-0.01958381],[-14.124986],False,False,False
***** Iteration 45 *****
O=C1N=NC23C4=C5C(=C42)C13CN5F,-3,0.5028882494271874,0.4014248484544154,-5.198342828347338,-8.208981126219678,[-0.01677075],[-8.225752],False,True,True
***** Iteration 46 *****
***** Iteration 47 *****
***** Iteration 48 *****
NC1=NC=NOC23N=S45=CN6C2C27N=P489(C2=C=C=O)C2(OC163)C78C259,-3,0.18769056343725327,0.11712412271984007,-13.114806234642264,-16.125444532514607,[-0.01987577],[-16.14532],False,True,False
***** Iteration 49 *****
CC1C2C(=O)C3(F)C1N3C2(C)F,0,0.3998680024888655,0.3958277614058642,-4.99726092958131,-5.007899227453651,[-0.00795622],[-5.0158553],True,True,True
***** Iteration 50 *****
***** Iteration 51 *****
O=C(F)C12OS34(P)(O1)P1C23[PH]14C=I,-3,0.32420411077933875,0.2855532891377476,-4.981326710057724,-7.991965007930064,[-0.01925211],[-8.011217],False,True,True
***** Iteration 52 *****
***** Iteration 53 *****
***** Iteration 54 *****
CS1(O)(=NC23ON2C2(F)C(Cl)=C32)C2=NN1C2,-3,0.5566722517337054,0.31936340971177885,-6.006670194426404,-9.017308492298744,[-0.0200253],[-9.0373335],False,True,True
***** Iteration 55 *****
***** Iteration 56 *****
CC12C=CC1(C1(COO)C3=C4C(F)=NC431)C2,-3,0.4470223310220389,0.40036469932027074,-4.249616560669303,-7.260254858541643,[-0.01907172],[-7.2793264],True,False,True
***** Iteration 57 *****
***** Iteration 58 *****
***** Iteration 59 *****
O=C1CON2N3N4OC5=NC24C153,-3,0.41510845441197275,0.22516679936597742,-8.831793821079211,-11.842432118951551,[-0.01955277],[-11.861985],False,True,False
***** Iteration 60 *****
***** Iteration 61 *****
***** Iteration 62 *****
C=CC1(C)OC2=C3C(=O)C1C23C1=C2ON21,0,0.6822985744658681,0.4906125441062072,-3.8397453020011114,-3.8503835998734517,[-0.02010587],[-3.8704894],True,True,False
***** Iteration 63 *****
C=S12(N=CC=I)N=C3C4=C5C3(N)C51C2=C4Cl,-3,0.3448269206518686,0.30941815885720836,-5.429481590442865,-8.440119888315206,[-0.01345483],[-8.453574],False,True,True
***** Iteration 64 *****
***** Iteration 65 *****
***** Iteration 66 *****
C1ON2C3N4N1C1(C5=C6N7N6C571)C324,-3,0.3925292207978838,0.26751254069989616,-8.388785343822942,-11.399423641695282,[-0.01998264],[-11.419406],False,True,True
***** Iteration 67 *****
C=S12=NC3(F)N4C3(O1)C42C,-3,0.28459866192920175,0.3867942017452051,-5.646210872305247,-8.656849170177587,[-0.01954078],[-8.67639],False,True,True
***** Iteration 68 *****
***** Iteration 69 *****
BrC1=C2N3NC4CSON5C14C235,-3,0.48490614019538547,0.31453416472513557,-6.375409362219477,-9.386047660091817,[-0.0196335],[-9.405681],False,True,True
CC1(C)C2C3=NN4C#CC(=N3)C241,-3,0.46876397199173203,0.2982671836939448,-6.351377375999315,-9.362015673871655,[-0.01923042],[-9.381247],False,True,True
***** Iteration 70 *****
O=C1C2=C(C(F)I)OC12,-3,0.5034805216115996,0.5362273788129388,-3.4241858643936713,-6.434824162266011,[-0.01387195],[-6.448696],False,True,True
***** Iteration 71 *****
CCP12(C)C3N4C5=C=C=C=C(C1(SC)C=C54)C32C,-3,0.43117381985224124,0.22452423538592686,-12.140981242207673,-15.151619540080013,[-0.02006304],[-15.171683],False,True,True
***** Iteration 72 *****
***** Iteration 73 *****
***** Iteration 74 *****
FC1=C2ON3OCC4=C=C1C(=C=C23)C#C4,-3,0.4114595395635788,0.22766659902622285,-25.32717441245603,-28.33781271032837,[-0.02049865],[-28.35831],False,True,True
***** Iteration 75 *****
***** Iteration 76 *****
O=NC12N3C(F)([IH2]=O)C14C1=C5N1C54C32F,-3,0.23832710416931818,0.4083334753362988,-5.37069196089773,-8.38133025877007,[-0.01959326],[-8.400924],False,True,True
C,0,0.3597849378839701,0.29684273504273506,-6.229620227953575,-6.240258525825915,[-0.0013714],[-6.24163],True,True,True
C=C1C2CC(N)=CC12Br,-3,0.4503951720584112,0.5254177634283234,-3.1227274958354676,-6.133365793707808,[-0.01944039],[-6.152806],False,True,True
CN1C2CCC21C,0,0.4049152924535387,0.6521180409421627,-2.2423581451729073,-2.2529964430452476,[-0.01891558],[-2.271912],True,True,True
***** Iteration 77 *****
C=C1N=C1C12C3=C1C32Cl,-3,0.3792390203496083,0.6121165462057073,-2.3931692188260487,-5.403807516698389,[-0.01928233],[-5.42309],False,True,True
***** Iteration 78 *****
CCC1(C)OC2C3=C2C12CN32,-3,0.5131795529902222,0.465759815751506,-4.228987585329447,-7.2396258832017875,[-0.01970381],[-7.25933],False,True,True
C=C1C2C(C(O)CC)C12Br,0,0.5345859142288221,0.5646389585911965,-2.5915873087894226,-2.602225606661763,[-0.01943589],[-2.6216614],True,True,True
***** Iteration 79 *****
C=[PH](C)C12NC1SN=C2Br,-3,0.4253925148514191,0.36448790646138174,-5.006231891984511,-8.016870189856851,[-0.01708577],[-8.033957],True,False,True
CCN=C1C23N4C25C13[SH]45=O,-3,0.3781100012529633,0.25553830258593624,-7.870037755495568,-10.880676053367909,[-0.0182892],[-10.898966],False,True,True
***** Iteration 80 *****
***** Iteration 81 *****
CN1C23C4=S5(C)(I)N6C(=NC462)C135,-6,0.36155567531298544,0.2425687646874951,-7.092362987479589,-13.10300128535193,[-0.01994154],[-13.122943],False,False,True
***** Iteration 82 *****
***** Iteration 83 *****
C=C1C2=C3OC2(P)C32C3=[SH]C32C2=NC1C1C=NN21,-3,0.3905795820642012,0.24758862282321095,-17.50785995418189,-20.51849825205423,[-0.01992912],[-20.538427],False,True,True
CN,0,0.3846582089034356,0.7782360431936574,-1.771601728246278,-1.7822400261186184,[-0.00118017],[-1.7834202],True,True,True
FN1N2C=CC3=CC312,-3,0.3318229401681228,0.42334343100188143,-4.911826096815444,-7.922464394687784,[-0.01625274],[-7.938717],False,True,True
CC(O)S,0,0.3142581893892801,0.7350366279826033,-1.7642386136840171,-1.7748769115563576,[-0.00137598],[-1.776253],True,True,True
***** Iteration 84 *****
***** Iteration 85 *****
***** Iteration 86 *****
FC1(C2=C=N2)N2C3=C(S)NN2C31Cl,-3,0.3760777691388443,0.29051819793428696,-6.519826199312902,-9.530464497185243,[-0.01986217],[-9.550326],False,True,True
BrNC1CC2=C(CI)C2N=NN1,0,0.3470562796378647,0.4586633036624692,-7.246403741537575,-7.2570420394099155,[-0.01728367],[-7.2743254],True,True,True
***** Iteration 87 *****
OC1=C2N3N4C(=CC243)C2=C1N2,-3,0.4602905257636487,0.37233054222503736,-9.5464096416557,-12.55704793952804,[-0.02016897],[-12.577217],False,True,True
***** Iteration 88 *****
N=C1C2=C3C(=S)C2N=C=C2OC123,-3,0.4267122800824124,0.2663497290018356,-10.216466088714782,-13.227104386587122,[-0.02005929],[-13.247164],False,True,True
C=S=C1ON1C,0,0.3193611507996174,0.5390097681391447,-3.977413934722049,-3.9880522325943892,[-0.00261635],[-3.9906685],True,True,True
***** Iteration 89 *****
NC12C3=C1C21C2N3C21O,-3,0.3765283135570967,0.32885313616862955,-7.476721533074587,-10.487359830946927,[-0.0204865],[-10.507847],False,True,True
CC(S)C1=C2N=C21,-3,0.48508588169956174,0.6153243884891907,-2.5182590774340783,-5.528897375306419,[-0.0046918],[-5.533589],False,True,True
NC1=C=CC12CC=N2,-3,0.44034745138350273,0.39679466237919964,-5.446758539823902,-8.457396837696242,[-0.0197997],[-8.477196],False,True,True
***** Iteration 90 *****
***** Iteration 91 *****
***** Iteration 92 *****
NC1C2=C3N2C24N5N6C27C54C67[SH]32(F)NN12,-6,0.32199211394571925,0.16933313989833346,-16.543023560456398,-22.553661858328738,[-0.01931137],[-22.572973],False,False,True
***** Iteration 93 *****
***** Iteration 94 *****
NN1C=C2C3=C1N2O3,-3,0.28606614508467093,0.5080043107276107,-4.339806418085784,-7.350444715958124,[-0.0136854],[-7.36413],False,True,True
NN1C2N=C3COC31C2Cl,-3,0.3754147474254497,0.3306874495444029,-6.8024609428573175,-9.813099240729658,[-0.01995894],[-9.833057],False,True,True
***** Iteration 95 *****
OC[IH2]=C1C2=NN=C21,-3,0.46471622197366075,0.5239206750310541,-5.164452322592297,-8.175090620464637,[-0.0132794],[-8.18837],False,True,True
***** Iteration 96 *****
C12=C3N1N23,0,0.2648756711434897,0.7028205162044124,-2.329130386550881,-2.339768684423221,[-0.02033489],[-2.3601036],True,True,True
***** Iteration 97 *****
NN(N)C12C34OC15N3C452,-3,0.2259043039956376,0.24756632869635886,-9.092748407829037,-12.103386705701377,[-0.02058083],[-12.123968],False,True,True
***** Iteration 98 *****
***** Iteration 99 *****
***** Iteration 100 *****
NC=NN1N2C3=C4C(=N3)OC412,-3,0.28695234345269804,0.4281022716601084,-6.132678771460416,-9.143317069332756,[-0.02075732],[-9.164075],False,True,False
***** Iteration 101 *****
***** Iteration 102 *****
***** Iteration 103 *****
CC1NN2C3=C4C2CC4(C2=C4N5N4N25)C=CC31,-3,0.6024713760255108,0.3831220450689787,-16.03682863964885,-19.04746693752119,[-0.02018319],[-19.06765],False,True,False
***** Iteration 104 *****
***** Iteration 105 *****
S=C=C1C23OC45C6=NC47C48N=C9C14C97C28N5N63,-3,0.4852498090693024,0.1467092490703542,-12.763497005182046,-15.774135303054386,[-0.02050328],[-15.794639],False,True,True
***** Iteration 106 *****
***** Iteration 107 *****
C=C1CN(C(Cl)=NC2=NC3=C=C32)C12SC(Cl)C2C,-3,0.17170354607957103,0.3610439290277788,-3.9357192813039803,-6.94635757917632,[-0.01706763],[-6.963425],False,True,True
CC1C(=N)C1NCl,-3,0.4904760029249006,0.5699854617566423,-3.188472867886166,-6.199111165758506,[-0.01143953],[-6.2105503],False,True,True
***** Iteration 108 *****
C1=C2C34ON(P3)C3=S56=C7C5=S273N(C1)CN46,-3,0.4588663221114158,0.18632742355535806,-11.123090249572016,-14.133728547444356,[-0.01946273],[-14.153192],False,True,True
***** Iteration 109 *****
***** Iteration 110 *****
C=C1C=C(CBr)C2(F)C(C(C)O)=C=C=C(C#N)C2=C1,-3,0.6277322453596159,0.46149697312059573,-2.7778790278611587,-5.788517325733499,[-0.02034083],[-5.8088584],False,True,True
CC1=C2C3=C=C(NN32)S1=N,-3,0.3962474500773464,0.30750401420333123,-6.021031717647578,-9.031670015519918,[-0.01991749],[-9.051587],False,True,True
***** Iteration 111 *****
***** Iteration 112 *****
C=C1C=C2N(C1)C13N4N=C5N=C5C5=C4C51N23,-3,0.5152146724142371,0.3791647424216221,-9.42939094561067,-12.44002924348301,[-0.02065033],[-12.460679],False,True,True
***** Iteration 113 *****
***** Iteration 114 *****
C1CS234=C(O2)C2=C5C3=NC36OC5(C12)C34O6,-3,0.43519854063692137,0.21438067843367334,-7.340044147109477,-10.350682444981818,[-0.02056887],[-10.371251],False,True,True
CN1OC23C(=O)OC(O)=C2N13,0,0.3610217095922591,0.4925999639678007,-5.204862138325431,-5.215500436197772,[-0.01956629],[-5.2350664],True,True,True
***** Iteration 115 *****
***** Iteration 116 *****
C=C1N=C(C2=NN3OC23N(C)Cl)C2C3=NC132,-3,0.5052092425785808,0.3733392312360401,-5.753634343783434,-8.764272641655774,[-0.02075592],[-8.785028],False,True,True
***** Iteration 117 *****
***** Iteration 118 *****
C[SH](C)C(N)(OOC1=NO1)SO,-6,0.20456873370351,0.4346566895980534,-4.994854078460705,-11.005492376333045,[-0.00253194],[-11.008024],False,False,True
***** Iteration 119 *****
***** Iteration 120 *****
NC=C1C2=C3C2=C2N=NN(N=O)C123,-3,0.5865139058710908,0.44402340633433407,-4.718930155662379,-7.7295684535347196,[-0.0204017],[-7.74997],False,True,True
CC#S12C34OC5N(F)C16C53C462,-3,0.3865039301702315,0.36616682622065116,-5.576882574244534,-8.587520872116874,[-0.01976641],[-8.607287],False,True,True
***** Iteration 121 *****
CN1C2=C(O)C3N1N1NC3(C)C(=O)N=C21,-3,0.5160019563185603,0.41576908453083594,-9.76843590042487,-12.779074198297211,[-0.02058956],[-12.7996645],False,True,True
***** Iteration 122 *****
***** Iteration 123 *****
NC1=NOC2(Br)NC1(OF)C1(Cl)N=S3#CC321,-3,0.5240592552846972,0.45579997701031805,-8.452787020165461,-11.463425318037801,[-0.02064293],[-11.484069],False,True,True
***** Iteration 124 *****
O1C2=C3C45N6C7(C12)C34C657,-6,0.3849487367883688,0.23251612525168516,-7.90751153482579,-13.91814983269813,[-0.02084881],[-13.938999],False,False,True
NCCN1OC12N(CBr)C2(O)F,0,0.38236448120206307,0.4661878179042096,-5.451355018085938,-5.461993315958278,[-0.02008863],[-5.482082],True,True,True
***** Iteration 125 *****
***** Iteration 126 *****
CCC12OC13N1C2(Br)C24C(C)=S2C134,-6,0.3039893727315713,0.25344349304038727,-6.291693819389717,-12.302332117262058,[-0.02039259],[-12.322724],False,False,True
***** Iteration 127 *****
CC1=NI12=C1C(Br)(Br)C1(Cl)C2N(N)CO,-3,0.159683047122206,0.37148058664156,-4.828101208640197,-7.838739506512537,[-0.00152262],[-7.840262],False,True,True
***** Iteration 128 *****
***** Iteration 129 *****
***** Iteration 130 *****
CC1ONC2(Br)OOC12N1OC2=C1C#C2,-6,0.3521537058102665,0.35230271383438033,-5.808710588148202,-11.819348886020542,[-0.02031336],[-11.839663],False,False,True
***** Iteration 131 *****
***** Iteration 132 *****
***** Iteration 133 *****
CI123C(=O)S45(=C1N4C21OC12ON25)C31C2C(=CF)C21,-6,0.1585952957097375,0.22462128960164632,-6.521471576705597,-12.532109874577937,[-0.02062704],[-12.552737],False,False,False
***** Iteration 134 *****
CC12OC34OC13CCC41N=CCC12,-3,0.5145517882862568,0.27771612870742857,-6.267838908293891,-9.278477206166231,[-0.02015888],[-9.298636],False,True,True
***** Iteration 135 *****
N1=C2C3=C4C5C6=NC14N6N2N35,-3,0.400755382912618,0.26737486927550375,-8.623203825137931,-11.633842123010272,[-0.02047437],[-11.654317],False,True,True
***** Iteration 136 *****
C=CC12CC34CNC1=[SH]21C2=C3C2=C41,-3,0.3561642195546083,0.48820686760662046,-3.8162898301752626,-6.826928128047603,[-0.01664322],[-6.843571],False,True,True
***** Iteration 137 *****
***** Iteration 138 *****
OC1(Br)NC23N=S4C1N1ON4C4=C5C26N4[SH]5136,-3,0.22882089118005766,0.15203831169453963,-12.46967757906989,-15.48031587694223,[-0.02103088],[-15.501347],False,True,True
ClSN=S12=C3CC4CCC1C4=C32,-6,0.48618299846585045,0.43120908303365507,-3.2966286615627727,-9.307266959435113,[-0.01794265],[-9.32521],False,False,True
***** Iteration 139 *****
