,csid,donotuse,donotusebecause,key,link,mpC,name,smiles,source
21488,5279.0,,,21489.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,127.5,tinidazole,O=S(=O)(CCn1c(cnc1C)[N+]([O-])=O)CC,PHYSPROP
15189,12676.0,,,15190.0,http://msds.chem.ox.ac.uk/,207.0,"2,6-Dibromo-4-nitroaniline",Brc1cc(cc(Br)c1N)[N+]([O-])=O,academic website
23099,60496.0,,,23100.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,134.75,"1,4-piperazinediethanol",OCCN1CCN(CC1)CCO,PHYSPROP
14778,4510333.0,,,14779.0,http://msds.chem.ox.ac.uk/,154.0,"(2E)-2-(Hydroxyimino)-1,2-diphenylethanol",OC(C(=NO)c1ccccc1)c2ccccc2,academic website
10397,2036225.0,,,10398.0,http://dx.doi.org/10.1021/ci0500132,164.0,3-(4H-imidazol-5-yl)-N-[2-(1H-imidazol-5-yl)ethyl]propanamide,O=C(NCCC=1N=CNC=1)CCC1=NC=NC1,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-1980
1604,2736032.0,,,1605.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=L13775,41.0,"2,5-dichlorobenzyl bromide",c1cc(c(cc1Cl)CBr)Cl,Alfa Aesar
22383,757.0,,,22384.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,232.5,homocysteine,O=C(O)C(N)CCS,PHYSPROP
25232,541613.0,,,25233.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,250.0,nimbiol,Cc2cc3C(=O)CC1C(C)(CCCC1(C)C)c3cc2O,PHYSPROP
20575,7507.0,,,20576.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-73.2,isopentyl butanoate,CC(C)CCOC(=O)CCC,PHYSPROP
11771,2030460.0,,,11772.0,http://dx.doi.org/10.1021/ci0500132,103.0,N-phenyl-N'-{2-[(E)-phenyldiazenyl]phenyl}acetohydrazide,O=C(N(Nc1ccccc1N=Nc1ccccc1)c1ccccc1)C,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-3354
11497,2031388.0,x,salt - AL,11498.0,http://dx.doi.org/10.1021/ci0500132,281.0,"2-(2-{2-chloro-3-[2-(5-methoxy-1,3,3-trimethyl-1,3-dihydro-2H-indol-2-ylidene)ethylidene]cyclohex-1-en-1-yl}ethenyl)-5-methoxy-1,3,3-trimethyl-3H-indolium perchlorate",ClC1=C(C=CC2=[N+](C)c3ccc(OC)cc3C2(C)C)CCCC1=CC=C1N(C)c2ccc(OC)cc2C1(C)C.[Cl+3]([O-])([O-])([O-])[O-],Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-3080
10836,2034097.0,,,10837.0,http://dx.doi.org/10.1021/ci0500132,113.0,"7-chloro-2,5-dimethoxy-3,4-dimethylbicyclo[4.2.0]octa-1,3,5-triene",ClC1Cc2c1c(OC)c(C)c(C)c2OC,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-2419
11573,2031038.0,,,11574.0,http://dx.doi.org/10.1021/ci0500132,218.0,N-{4-[2-acetyl-2-(4-{(E)-[4-(acetylamino)phenyl]diazenyl}phenyl)hydrazino]phenyl}acetamide,O=C(Nc1ccc(N=Nc2ccc(N(Nc3ccc(NC(=O)C)cc3)C(=O)C)cc2)cc1)C,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-3156
25375,1064791.0,,,25376.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,83.0,penicillic acid,OC(=O)C=C(/OC)C(=O)C(=C)C,PHYSPROP
14419,11969.0,,,14420.0,http://de.wikipedia.org/wiki/Beilsteins_Handbuch_der_Organischen_Chemie,64.0,catechol diacetate,O=C(C)Oc1ccccc1OC(C)=O,Beilstein F. K.; Beilsteins Handbuch der Organischen Chemie. Springer; Berlin; 1972.
10661,2034711.0,,,10662.0,http://dx.doi.org/10.1021/ci0500132,210.0,"6-amino-4-(2,4-dichlorophenyl)-1-phenyl-3-(trifluoromethyl)-1,4-dihydropyrano[2,3-c]pyrazole-5-carbonitrile",Clc1ccc(c(Cl)c1)C1c2c(OC(N)=C1C#N)[nH0]([nH0]c2C(F)(F)F)c1ccccc1,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-2244
19692,10247.0,,,19693.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,136.0,"4,5-dimethyl resorcinol",Cc1cc(O)cc(O)c1C,PHYSPROP
13844,452968.0,,,13845.0,http://www.amazon.com/dp/B002IYRJWI,-36.0,"2,2,3,3,4-pentamethylpentane",CC(C)(C)C(C)(C)C(C)C,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.
11466,2031581.0,,,11467.0,http://dx.doi.org/10.1021/ci0500132,50.0,"5-methyl-2-(1-methylethyl)cyclohexyl 1,2,2,3-tetramethylcyclopentanecarboxylate",O=C(OC1CC(C)CCC1C(C)C)C1(C)CCC(C)C1(C)C,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-3049
8413,8356.0,,,8414.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B22962,-75.0,sec-butylbenzene,CCC(C)c1ccccc1,Alfa Aesar
12156,2010620.0,,,12157.0,http://dx.doi.org/10.1021/ci0500132,110.0,2-cyano-3-(diallylamino)-3-(methylthio)acrylamide,S(C)C(N(CC=C)CC=C)=C(C#N)C(=O)N,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-3739
24290,77966.0,,,24291.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,127.0,methyl (1-(4-nitro)phenylsulfonyl) cyclopropane,O=S(=O)(c1ccc(cc1)[N+]([O-])=O)C2(CC2)C(=O)OC,PHYSPROP
7923,72839.0,,,7924.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B23722,61.0,N-benzylformamide,c1ccc(cc1)CNC=O,Alfa Aesar
8862,36216.0,,,8863.0,http://dx.doi.org/10.1021/ci020280x,149.0,morazone,CC1C(OCCN1Cc3c(C)n(C)n(c2ccccc2)c3=O)c4ccccc4,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1309
3725,10972.0,,,3726.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12606,155.0,3-bromobenzoic acid,c1cc(cc(c1)Br)C(=O)O,Alfa Aesar
8546,5304.0,,,8547.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21698,129.0,tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(cc1)C,Alfa Aesar
25132,455259.0,,,25133.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,56.0,"1,6-methanonaphthalen-1(2h)-ol, octahydro-4,8a,9",CC1(C)C2CC3C(C)CCC1(O)C3(C)CC2,PHYSPROP
24544,88569.0,,,24545.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,49.5,"ethanone, 2-methoxy-1,2-diphenyl-",COC(C(=O)c1ccccc1)c2ccccc2,PHYSPROP
10419,2036189.0,,,10420.0,http://dx.doi.org/10.1021/ci0500132,106.0,"ethyl cyano(1,3-dithiolan-2-ylidene)acetate",S1CCSC1=C(C#N)C(=O)OCC,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-2002
22734,44469.0,,,22735.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,220.0,pentachlorodibenzo-p-dioxin,Clc2cccc1Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3Oc12,PHYSPROP
26415,13597790.0,,,26416.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,77.0,dfdd,Fc1ccc(cc1)C(=C(/Cl)Cl)c2ccc(F)cc2,PHYSPROP
14494,13835108.0,,,14495.0,http://www.amazon.com/dp/B003XEQTLE,-18.0,diethyl_adipate,O=C(CCCCC(=O)OCC)OCC,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.
5591,21106091.0,,,5592.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20939,89.0,4-tert-pentylphenol,CCC(C)(C)c1ccc(cc1)O,Alfa Aesar
8001,1266377.0,,,8002.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21677,116.0,N-boc-o-benzyl-L-threonine,C[C@H]([C@@H](C(=O)O)NC(=O)OC(C)(C)C)OCc1ccccc1,Alfa Aesar
4098,717966.0,,,4099.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B24624,243.0,3-methylbenzo[b]thiophene-2-carboxylic acid,Cc1c2ccccc2sc1C(=O)O,Alfa Aesar
11395,2031808.0,,,11396.0,http://dx.doi.org/10.1021/ci0500132,163.0,"6-[hydroxy(diphenyl)methyl]-2,2,6-trimethyltetrahydro-2H-pyran-3-carboxylic acid",O=C(O)C1CCC(OC1(C)C)(C)C(O)(c1ccccc1)c1ccccc1,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-2978
2060,303555.0,,,2061.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11343,101.0,2-benzothiazoleacetonitrile,c1ccc2c(c1)nc(s2)CC#N,Alfa Aesar
27463,4578417.0,,,27464.0,http://www.springerlink.com/content/065722143n8r0088/fulltext.pdf,197.0,"1,3-Bis(4-hydroxyphenyl)-2-propen-1-one",OC1=CC=C(C=C1)C(C=CC2=CC=C(C=C2)O)=O,Medicinal Chemistry Research
20386,7849.0,,,20387.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-53.5,n-nonane,CCCCCCCCC,PHYSPROP
4948,92600.0,,,4949.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=L06020,57.0,4-chloro-alpha-methylphenylacetic acid,CC(c1ccc(cc1)Cl)C(=O)O,Alfa Aesar
28007,15484.0,,,28008.0,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,306.0,decachlorobiphenyl,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013)
18360,15262.0,,,18361.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,226.0,p-bromophenylurea,Brc1ccc(NC(N)=O)cc1,PHYSPROP
28612,6180.0,,,28613.0,http://tinyurl.com/5uddw2v,-57.0,trichloroacetyl chloride,ClC(Cl)(Cl)C(Cl)=O,Sigma-Aldrich
28176,8552.0,,,28177.0,http://chemspider.com/8552,-3.0,hexanoic acid,CCCCCC(=O)O,EPISuite-ChemSpider
24015,70294.0,,,24016.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,24.5,"lauric acid, phenyl ester",O=C(Oc1ccccc1)CCCCCCCCCCC,PHYSPROP
15093,23783.0,,,15094.0,http://msds.chem.ox.ac.uk/,-83.0,2-(2-Methoxypropoxy)propan-1-ol,CC(OC)COC(C)CO,academic website
21594,4775.0,,,21595.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,90.0,propoxur,CC(C)Oc1ccccc1OC(=O)NC,PHYSPROP
6761,12144.0,,,6762.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12271,37.0,delta-valerolactam,C1CCNC(=O)C1,Alfa Aesar
4689,2019102.0,,,4690.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=L19879,45.0,"4-bromo-2,6-dichlorobenzenesulfonyl chloride",c1c(cc(c(c1Cl)S(=O)(=O)Cl)Cl)Br,Alfa Aesar
12244,1041396.0,,,12245.0,http://dx.doi.org/10.1021/ci0500132,166.0,"(5Z)-5-(2-hydroxybenzylidene)-3-(morpholin-4-ylmethyl)-2-thioxo-1,3-thiazolidin-4-one",S=C1SC(=Cc2ccccc2O)C(=O)N1CN1CCOCC1,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-3827
24956,225971.0,,,24957.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,99.0,p-meo-b-phenylpropionic acid,COc1ccc(cc1)C(C)C(=O)O,PHYSPROP
8871,4455.0,,,8872.0,http://dx.doi.org/10.1021/ci020280x,205.0,oxazepam,OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1318
6388,5889.0,,,6389.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=36238,-6.0,aniline,c1ccc(cc1)N,Alfa Aesar
17381,31104.0,,,17382.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,38.0,tetradecanol,CCCC(O)CCCCCCCCCC,PHYSPROP
23171,61234.0,,,23172.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-68.0,"butane, 1,1,1,2,2,3,3,4,4-nonafluoro-4-iodo-",FC(F)(C(F)(F)C(F)(F)I)C(F)(F)F,PHYSPROP
23706,65630.0,,,23707.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,217.0,"dibenz c,e oxepin-5,7-dione",O=C1OC(=O)c3ccccc3c2ccccc12,PHYSPROP
15193,5555.0,,,15194.0,http://msds.chem.ox.ac.uk/,144.0,"2,6-Dichlorobenzoic acid",OC(=O)c1c(Cl)cccc1Cl,academic website
2731,21105920.0,,,2732.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A12550,5.0,2'-hydroxyacetophenone,CC(=O)c1ccccc1O,Alfa Aesar
4442,21106506.0,,,4443.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A18466,87.0,"4,4'-methylenebis(n,n-dimethylaniline)",CN(C)c1ccc(cc1)Cc2ccc(cc2)N(C)C,Alfa Aesar
28227,3920.0,,,28228.0,http://www.chemspider.com/Chemical-Structure.3920.html,135.0,mephenytoin,O=C2N(C(=O)NC2(c1ccccc1)CC)C,EPISuite-ChemSpider
2943,2016127.0,,,2944.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B24157,267.0,2-naphthaleneboronic acid,B(c1ccc2ccccc2c1)(O)O,Alfa Aesar
2293,2053957.0,,,2294.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B23813,47.0,"2-chloro-3,6-difluorobenzyl alcohol",c1cc(c(c(c1F)CO)Cl)F,Alfa Aesar
27698,955.0,,,27699.0,http://www.sigmaaldrich.com/united-states.html,112.5,4-nitrophenol,c1cc(ccc1[N+](=O)[O-])O,Sigma-Aldrich
26673,13888074.0,,,26674.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-10.0,"naphthalene, octadecafluorodecahydro-",FC2(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C2(F)F,PHYSPROP
18496,14597.0,,,18497.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-4.3,"propane, 1,2,2-trichloro-1,1,3,3,3-pentafluoro-",FC(F)(F)C(Cl)(Cl)C(Cl)(F)F,PHYSPROP
21574,4859.0,,,21575.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,145.0,raloxifene,Oc1ccc(cc1)c3sc2cc(O)ccc2c3C(=O)c5ccc(OCCN4CCCCC4)cc5,PHYSPROP
12743,72718.0,,,12744.0,http://dx.doi.org/10.1021/ci0500132,72.0,Methyl carbazate,O=C(OC)NN,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-4326
11476,2031555.0,,,11477.0,http://dx.doi.org/10.1021/ci0500132,240.0,"(2Z,2'Z)-2,2'-benzene-1,4-diylbis({[4-(dimethylamino)phenyl]imino}ethanenitrile)",N#CC(=Nc1ccc(N(C)C)cc1)c1ccc(cc1)C(=Nc1ccc(N(C)C)cc1)C#N,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-3059
24142,72507.0,,,24143.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,36.0,"1,1'-biphenyl, 3,3'-dimethoxy-",COc1cc(ccc1)c2cccc(OC)c2,PHYSPROP
13146,8896.0,,,13147.0,http://www.amazon.com/dp/B002IYRJWI,-94.0,cyclopentane,C1CCCC1,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.
8208,6967.0,,,8209.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=32471,-25.0,o-xylene,Cc1ccccc1C,Alfa Aesar
5050,10284.0,,,5051.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20389,89.0,4-dimethylaminobenzophenone,CN(C)c1ccc(cc1)C(=O)c2ccccc2,Alfa Aesar
2918,10939.0,,,2919.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14741,-14.0,2-methylcyclohexanone,CC1CCCCC1=O,Alfa Aesar
20944,10179239.0,,,20945.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-42.9,cis-bicyclo[4.4.0]decane,C1CCC2CCCCC2C1,PHYSPROP
23723,65755.0,,,23724.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,37.0,4-pyridinepropanol,OCCCc1ccncc1,PHYSPROP
27738,1906.0,,,27739.0,http://chemspider.com/1906,170.0,acetaminophen,CC(=O)Nc1ccc(cc1)O,EPISuite-ChemSpider
23844,67483.0,,,23845.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,15.0,"1h-pyrrole, 1-(phenylmethyl)-",c2cc(Cn1cccc1)ccc2,PHYSPROP
26285,10468540.0,,,26286.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,96.0,propranolol,CC(C)NC(O)/C=C/Oc2cccc1ccccc12,PHYSPROP
2656,120062.0,,,2657.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B24921,73.0,2-fluorobenzhydrazide,c1ccc(c(c1)C(=O)NN)F,Alfa Aesar
19103,11765.0,,,19104.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,-27.2,"benzene, 1-iodo-3-methyl-",Cc1cc(I)ccc1,PHYSPROP
1550,14588.0,,,1551.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B24147,139.0,"2,4-dinitrophenyl thiocyanate",c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])SC#N,Alfa Aesar
13799,21105859.0,,,13800.0,http://www.amazon.com/dp/B003XEQTLE,26.0,4-methoxybenzyl_alcohol,COc1ccc(CO)cc1,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.
21810,3649.0,x,salt - AL,21811.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,110.0,prothipendyl hydrochloride,CN(C)C(C)CN1c3ccccc3Sc2cccnc12,PHYSPROP
16144,13658.0,,,16145.0,http://msds.chem.ox.ac.uk/,85.0,Tetramethylpyrazine,Cc1nc(C)c(C)nc1C,academic website
1276,10684099.0,,,1277.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=H26522,44.0,"2,3-difluoro-4-methylbenzonitrile",Cc1ccc(c(c1F)F)C#N,Alfa Aesar
3147,55014.0,,,3148.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=B23485,-15.0,3-(4-morpholinyl)propylamine,C1COCCN1CCCN,Alfa Aesar
17998,18033.0,,,17999.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,117.5,"n-me carbamate,3-me-4-mes phenyl",Cc1cc(ccc1SC)OC(=O)NC,PHYSPROP
10462,2035762.0,,,10463.0,http://dx.doi.org/10.1021/ci0500132,209.0,"5-[2-(2-methyl-1H-benzimidazol-1-yl)ethyl]-1,3,4-oxadiazole-2(3H)-thione",Sc1oc([nH0][nH0]1)CC[nH0]1c2ccccc2[nH0]c1C,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-2045
6617,10772140.0,,,6618.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=41724,62.0,chloroacetic acid,C(C(=O)O)Cl,Alfa Aesar
26618,13871489.0,,,26619.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,17.0,"tartaric acid, diethyl ester",OC(C(O)C(=O)OCC)C(=O)OCC,PHYSPROP
27622,7421.0,x,almost every vendor lists at -42 C,27623.0,http://www.chemblink.com/MSDS/MSDSFiles/104-53-0_Acros%20Organics.pdf,0.0,3-phenylpropionaldehyde,O=CCCc1ccccc1,Acros
18147,16412.0,,,18148.0,http://www.srcinc.com/what-we-do/product.aspx?id=133,25.5,formothion,COP(=S)(OC)SCC(=O)N(C)C=O,PHYSPROP
6109,16498236.0,,,6110.0,http://www.alfa.com/en/GP100W.pgm?DSSTK=H27099,182.0,6-chloro-5-methylpyridine-3-boronic acid,B(c1cc(c(nc1)Cl)C)(O)O,Alfa Aesar
27103,21179840.0,,,27104.0,http://scripts.iucr.org/cgi-bin/paper?rz6157,218.85,"(4aR,9R,9aR)-4a-Hydroxy-9-(3-nitrophenyl)-3,4,4a,5,6,7,9,9a-octahydro-1H-xanthene-1,8(2H)-dione",[O-][N+](=O)c1cccc(c1)[C@@H]3C=4C(=O)CCCC=4O[C@@]2(O)[C@H]3C(=O)CCC2,IUCr
15945,2945.0,,,15946.0,http://msds.chem.ox.ac.uk/,220.0,"N,N-Bis{2-[bis(carboxymethyl)amino]ethyl}glycine",O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,academic website
16590,3562.0,,,16591.0,http://www.drugbank.ca/drugs/DB01181,40.0,Ifosfamide,O=P1(NCCCl)OCCCN1CCCl,DrugBank
